Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
11-12-2022,Shane Brown,Jason Klein,Nissan,Altima,2013,19841,0.050780986,1007.55
05-10-2022,Lauren Stephens,Kristine Davis,Honda,Civic,2017,31808,0.081046637,2577.93
06-11-2022,Carol Beard,Hunter Todd,Honda,Civic,2021,19811,0.067622902,1339.68
06-09-2022,Christine Brown,Jason Mack,Ford,F-150,2010,23633,0.1039847852002718,2457.47
07-09-2022,Joshua Freeman,Mary Reed,Chevrolet,Silverado,2015,24562,0.068782744,1689.44
17-01-2023,Brendan Farmer,Theresa Gibbs,Ford,F-150,2017,34034,0.1379086454598341,4693.58
27-02-2023,Matthew Terry,Samantha Hampton,Nissan,Altima,2022,32477,0.059000127,1916.15
19-08-2022,Hannah Francis,Jose Fuller,Toyota,Corolla,2012,38274,0.1316126502597922,5037.34
22-04-2023,Lorraine Brown,James Yoder,Chevrolet,Silverado,2019,20929,0.084198548,1762.19
02-06-2022,Gerald Adkins,Frederick Rice,Ford,F-150,2015,13973,0.071130596,993.91
08-07-2022,Jason Harrison,Andrew Campbell,Chevrolet,Silverado,2018,21167,0.0566358277615428,1198.81
18-09-2022,Alexander Armstrong,Kathy Price,Nissan,Altima,2015,20107,0.1116747240197242,2245.44
12-09-2022,Elizabeth Pena,Cheryl Jensen,Honda,Civic,2011,19471,0.1233844226118735,2402.42
30-06-2022,Emily Hunt,Megan Peterson,Ford,F-150,2017,28062,0.1358329191053784,3811.74
03-04-2023,Terry Smith,Eric Lawrence Jr.,Honda,Civic,2022,21301,0.053336565,1136.12
23-07-2022,William Nelson,Bryan Hansen,Ford,F-150,2020,38328,0.071817758,2752.63
21-06-2022,Natalie Massey,Hannah Roach,Honda,Civic,2013,35183,0.065415568,2301.52
11-04-2023,Amanda Smith,Sherry Dixon,Chevrolet,Silverado,2019,48190,0.1257357576127134,6059.21
26-01-2023,Robert Walton,Heather Salinas,Chevrolet,Silverado,2016,20154,0.069222049,1395.1
18-11-2022,Rachel Rodriguez,Linda Parker,Toyota,Corolla,2011,24953,0.1048741943059924,2616.93
16-09-2022,Maria Harmon,Kelli Brown,Ford,F-150,2015,42414,0.1275810693270439,5411.22
03-03-2023,Jasmine Blake,Candice Rodriguez,Ford,F-150,2010,48648,0.1366039452353272,6645.51
15-06-2022,Jennifer Walker,Susan Chapman,Nissan,Altima,2014,39335,0.089459821,3518.9
20-02-2023,Jordan James,Sandra Hopkins,Toyota,Corolla,2014,21119,0.083031018,1753.53
25-05-2022,Douglas Mcdonald,Denise Trevino,Ford,F-150,2015,29837,0.052128645,1555.36
23-04-2023,John Moore,Jerry Santana,Honda,Civic,2011,30080,0.098835434,2972.97
19-04-2023,Brian Carroll,Tina Miranda,Honda,Civic,2015,25856,0.066763064,1726.23
23-09-2022,Tanner Townsend,Jane Davis,Honda,Civic,2019,25269,0.096116083,2428.76
09-07-2022,Jennifer Oneill,Micheal Stevens,Ford,F-150,2012,33206,0.0615421,2043.57
17-09-2022,Madison Black,Emily Lewis,Chevrolet,Silverado,2022,19176,0.1264581824168719,2424.96
04-10-2022,Jason Williams,Leah White,Toyota,Corolla,2010,16312,0.0588887151458651,960.59
31-01-2023,Angela Perez,Nicole Rodriguez,Honda,Civic,2010,49295,0.054465,2684.85
29-12-2022,Toni Baker,Randy Johnson Jr.,Nissan,Altima,2017,23221,0.0564209189448171,1310.15
09-10-2022,John Murray,Kimberly Barber,Toyota,Corolla,2022,45066,0.1155570873143679,5207.7
28-09-2022,Sean Richards,John Maddox,Ford,F-150,2012,33079,0.1250416844162682,4136.25
23-02-2023,Caitlin Griffin,Kristen Hall,Ford,F-150,2015,28896,0.076082717,2198.49
15-09-2022,Courtney Barnett,Joseph Glover,Honda,Civic,2019,15314,0.1424948606894749,2182.17
17-12-2022,Brooke Sharp,John Jackson,Chevrolet,Silverado,2021,17293,0.080931936,1399.56
02-06-2022,Kathy Horton,Aimee Brown,Toyota,Corolla,2020,26690,0.0519026831600732,1385.28
08-05-2022,Mary James,Katherine Levy,Chevrolet,Silverado,2012,30171,0.1204513709322407,3634.14
02-08-2022,Richard Prince,Matthew Taylor,Honda,Civic,2013,33698,0.1489673738752282,5019.9
27-01-2023,Amanda Glover,Lisa Marshall,Honda,Civic,2011,20170,0.1160369242859239,2340.46
12-04-2023,Amanda Henderson,Lisa Hall,Ford,F-150,2014,42760,0.1470763867699823,6288.99
15-02-2023,Jared Adams,Connor White,Nissan,Altima,2020,25497,0.088998475,2269.19
24-04-2023,Brittany Fry,Mrs. Holly Allison,Chevrolet,Silverado,2013,36056,0.1426959436310695,5145.04
18-12-2022,Michelle Sexton,Sergio Johnson,Chevrolet,Silverado,2020,49710,0.1284310019851703,6384.31
26-03-2023,Melissa Wagner,Erin Sullivan,Toyota,Corolla,2021,44351,0.1273520416967345,5648.19
18-02-2023,Sandra Garrett,Johnny Andersen,Chevrolet,Silverado,2015,26833,0.1312671225118853,3522.29
12-06-2022,Lisa Rios,James Jones,Chevrolet,Silverado,2020,42369,0.082897167,3512.27
28-06-2022,Michael Willis,Calvin Rodriguez,Nissan,Altima,2022,20776,0.086340775,1793.82
01-03-2023,Gary Sims,David Wheeler,Chevrolet,Silverado,2011,39917,0.1166730512421138,4657.24
03-12-2022,Lisa Perez,Maria Lopez,Nissan,Altima,2010,26309,0.07463372,1963.54
15-09-2022,Shane Ryan,Michelle Long,Ford,F-150,2016,44329,0.094286252,4179.62
16-07-2022,John Bennett,Michele Simmons,Ford,F-150,2020,49596,0.1068469332661325,5299.18
14-08-2022,Thomas Watkins,Kenneth Jacobs,Toyota,Corolla,2019,35136,0.092223868,3240.38
28-09-2022,Brandon Strickland,Rose Nelson,Chevrolet,Silverado,2021,22497,0.064726822,1456.16
12-01-2023,Matthew Cook,Sharon Rasmussen,Honda,Civic,2015,14180,0.1083967870613843,1537.07
16-08-2022,Sarah Watts,Casey Jones,Honda,Civic,2018,28871,0.083202248,2402.13
22-08-2022,Norman Huang,Steven Walters,Ford,F-150,2010,20202,0.1415777645932339,2860.15
19-04-2023,Miss Betty Glenn,Clarence Ramirez,Ford,F-150,2015,39499,0.1373894227146941,5426.74
03-02-2023,James Wood,Matthew Williams,Honda,Civic,2021,16079,0.1063562215136584,1710.1
21-02-2023,Drew Chavez,Christopher Cook,Nissan,Altima,2011,10336,0.1223186518474272,1264.29
10-06-2022,Anthony Mckenzie,Tyrone Miller,Honda,Civic,2013,37116,0.073816519,2739.77
10-06-2022,Jose Johnson,Adam Smith,Honda,Civic,2013,49992,0.089107576,4454.67
04-10-2022,Lisa Patel,Deborah Jones,Nissan,Altima,2012,28323,0.1378596116438481,3904.6
16-11-2022,James Adams,Kathryn Kemp,Honda,Civic,2018,49872,0.081735238,4076.3
21-09-2022,Thomas Moore,Jonathan Villa,Honda,Civic,2019,25195,0.080060237,2017.12
19-04-2023,Samuel Wright,Anna Jacobson,Toyota,Corolla,2021,29407,0.099826426,2935.6
29-09-2022,Jared Gomez,David Hernandez,Toyota,Corolla,2013,21521,0.1188620819613886,2558.03
24-08-2022,Nicholas Turner,Duane Larson,Ford,F-150,2017,37061,0.1440592581300556,5338.98
27-04-2023,Morgan Williams,Ricardo Parker,Honda,Civic,2018,42299,0.05995802,2536.16
04-01-2023,Jordan Cooper,Michael Sanchez,Chevrolet,Silverado,2013,20385,0.094672232,1929.89
20-04-2023,Madison Johnson,Kathryn Cox,Honda,Civic,2019,28375,0.1041055933908235,2954.0
01-01-2023,Anna Lee,Derrick Carr,Toyota,Corolla,2013,40499,0.097147546,3934.38
10-12-2022,Brandi Matthews,Mary Anderson,Chevrolet,Silverado,2017,21445,0.096727882,2074.33
07-09-2022,Vernon Hicks,Gail Aguilar,Toyota,Corolla,2013,37194,0.07319362,2722.36
04-06-2022,Danielle Craig,Jonathon Wagner,Honda,Civic,2022,28876,0.1051581917206091,3036.55
16-01-2023,Amy Delgado,Kelly Hayes,Ford,F-150,2020,15993,0.076894907,1229.78
29-06-2022,Douglas Summers,Eugene Miller,Chevrolet,Silverado,2016,23752,0.086389983,2051.93
18-10-2022,Eric Schultz,Beth Wheeler,Toyota,Corolla,2020,49386,0.1389673178868793,6863.04
25-01-2023,Daniel Stephenson,Emily Cook,Chevrolet,Silverado,2016,37971,0.1159296843705354,4401.97
13-10-2022,James Houston,James Perry,Ford,F-150,2021,27841,0.060797382,1692.66
19-04-2023,Heather Huerta,Jill Bryant,Chevrolet,Silverado,2014,14986,0.057131977,856.18
03-01-2023,Elizabeth Jones,Kelly Santiago,Toyota,Corolla,2012,26546,0.1117969159135598,2967.76
04-08-2022,Kimberly Sherman,Joshua Harper,Nissan,Altima,2019,38733,0.058765072,2276.15
17-11-2022,Maria Washington,Lauren Hughes,Toyota,Corolla,2015,45854,0.098992342,4539.19
18-06-2022,Elaine Mejia,Lisa Williams,Ford,F-150,2012,49283,0.06505574,3206.14
13-04-2023,Rebecca Mccoy,Summer Mitchell,Ford,F-150,2017,28014,0.1419531120161024,3976.67
13-10-2022,Mark Gibson,Natasha Haas,Honda,Civic,2019,39211,0.1458647893833792,5719.5
28-12-2022,Samantha Williams,Roberto Brown,Nissan,Altima,2019,34601,0.1430957190106155,4951.25
20-03-2023,Carla Fox,Brandy Fuentes,Nissan,Altima,2019,35630,0.1088463523548935,3878.2
06-10-2022,Jordan Lloyd,Alan Combs,Ford,F-150,2011,43206,0.1275218968824129,5509.71
23-04-2023,Jamie Martinez,Carla Kelly,Nissan,Altima,2012,21747,0.077508581,1685.58
06-04-2023,Alex Edwards,Lauren Dalton,Honda,Civic,2010,22449,0.1189940083752275,2671.3
20-12-2022,Elizabeth Osborn,Catherine Fuller,Honda,Civic,2010,30493,0.064810558,1976.27
11-08-2022,Brandon Thomas,Erika Hughes,Ford,F-150,2012,39026,0.1466474444824465,5723.06
25-09-2022,Matthew Lee,Randy Jordan,Honda,Civic,2014,42225,0.090449793,3819.24
12-12-2022,Steven Page,Anna Holmes,Chevrolet,Silverado,2022,20752,0.1020949618518197,2118.67
01-03-2023,Jerome Walker,Mr. Thomas Jacobs,Ford,F-150,2017,33305,0.0500250681279929,1666.08
29-10-2022,Sarah Johnson,Shawna Holloway,Honda,Civic,2022,26607,0.1413304308870143,3760.38
05-11-2022,Gabrielle Mitchell,Terry Hudson,Honda,Civic,2014,37671,0.1035419346027504,3900.53
08-10-2022,Mark Heath,David Morales,Chevrolet,Silverado,2019,17104,0.1126138941806894,1926.15
12-05-2022,Richard Gonzalez,Nathan Adams,Chevrolet,Silverado,2021,12730,0.1155369006286816,1470.78
13-08-2022,Stephanie Smith,David Alvarez,Ford,F-150,2020,25451,0.051552613,1312.07
12-09-2022,Christine Powers,Brandon Wood,Nissan,Altima,2014,35549,0.06185595,2198.92
10-08-2022,Andrew Buchanan,Gerald Roberts,Toyota,Corolla,2016,42297,0.071474271,3023.15
11-04-2023,Veronica Jones,Jason Rodriguez,Honda,Civic,2013,37594,0.115816703972151,4354.01
24-07-2022,Michelle Nguyen,Jordan Lloyd,Honda,Civic,2019,17869,0.070498005,1259.73
23-03-2023,Pamela Lopez,Gary Holmes,Ford,F-150,2020,48719,0.087478163,4261.85
24-03-2023,Beverly Mcknight,Rose Brooks,Chevrolet,Silverado,2015,25493,0.099273523,2530.78
13-07-2022,Veronica Roman,David James,Toyota,Corolla,2022,33521,0.07827029,2623.7
21-05-2022,Michael Nielsen,Anthony Gilbert,Nissan,Altima,2010,32012,0.1115884545422894,3572.17
20-05-2022,Jeffery Schneider,Matthew Graham,Chevrolet,Silverado,2010,28596,0.071711557,2050.66
09-07-2022,Benjamin Mills,Kirk Brooks,Honda,Civic,2010,20154,0.094136198,1897.22
18-08-2022,Angela Blackwell,Alex Knapp,Chevrolet,Silverado,2015,17187,0.1300312654826226,2234.85
13-01-2023,Tammy English,Tammy Gonzalez DDS,Honda,Civic,2021,28250,0.097721706,2760.64
08-01-2023,Pamela Thompson,Rachel Hicks,Chevrolet,Silverado,2019,37717,0.070828525,2671.44
14-08-2022,Katrina Stevenson,George Torres,Honda,Civic,2012,34246,0.1143318565625193,3915.41
16-06-2022,Isabella Rivera,Amanda Dunlap,Nissan,Altima,2013,19532,0.086997016,1699.23
14-01-2023,Andrea Beasley,Brittany Stone,Toyota,Corolla,2017,28668,0.1350712253539092,3872.22
12-02-2023,Joel Ayala,Sylvia Cordova,Chevrolet,Silverado,2013,27458,0.056853439,1561.08
21-01-2023,Eddie Newman,Patricia Gonzalez,Honda,Civic,2015,34632,0.1275499846862521,4417.31
13-06-2022,Susan Wilson,Deborah Patterson,Honda,Civic,2022,26793,0.051617963,1383.0
30-07-2022,Kyle Moore,Jackie Rivera,Toyota,Corolla,2013,28472,0.078071807,2222.86
29-03-2023,Steven Schmitt,Denise Daniel,Honda,Civic,2014,19870,0.1010738756116956,2008.34
05-12-2022,Nicholas Huber,Ashley Delgado,Chevrolet,Silverado,2022,18553,0.1448255048412601,2686.95
28-04-2023,Michelle Ashley,Christopher Valenzuela,Toyota,Corolla,2018,48453,0.1299745050130537,6297.65
08-11-2022,Charles Greer,Alexandra Meza,Toyota,Corolla,2010,19384,0.1267783185293534,2457.47
17-03-2023,Jennifer Chambers,Tracy Chandler,Nissan,Altima,2012,22986,0.074556051,1713.75
15-08-2022,Andrew Romero,Jeff Johnson,Nissan,Altima,2015,35357,0.07311787,2585.23
31-01-2023,Stephanie Stewart,Stephanie Mendoza,Honda,Civic,2022,13292,0.1074096426554298,1427.69
07-06-2022,Terrance Rios,Marissa Riddle,Toyota,Corolla,2019,36388,0.062697759,2281.45
02-03-2023,Susan Eaton,Jeremy Powell,Chevrolet,Silverado,2021,32234,0.060982619,1965.71
01-08-2022,Gregory Monroe,Diamond King,Ford,F-150,2012,17804,0.1477438870900737,2630.43
30-04-2023,Peter Potter,Seth Davies,Honda,Civic,2019,10577,0.1149609178453605,1215.94
20-06-2022,Robert Bullock,Cameron Yoder,Honda,Civic,2016,48325,0.08723176,4215.47
30-01-2023,Laurie Gonzalez,Rachel Hudson,Chevrolet,Silverado,2011,37069,0.1133579066997586,4202.06
28-04-2023,Katherine Mcdaniel,Sheila Horn,Chevrolet,Silverado,2013,11324,0.064018275,724.94
03-05-2022,Tommy Neal,Mrs. Samantha Brooks,Honda,Civic,2014,20623,0.1061160298232307,2188.43
03-10-2022,Brittany Sanchez,Jaime Gallagher,Nissan,Altima,2017,13429,0.068201884,915.88
11-07-2022,Valerie Malone,Helen Ball,Toyota,Corolla,2016,39203,0.072359166,2836.7
15-05-2022,Susan Ford,Mark Jones,Nissan,Altima,2015,11849,0.056311402,667.23
25-11-2022,Timothy Wyatt,Allison Grant,Ford,F-150,2022,38130,0.1164568820974862,4440.5
14-01-2023,Dr. David Ramirez Jr.,Donna Kemp,Ford,F-150,2022,13936,0.07172896,999.61
29-01-2023,Kimberly Christensen,Philip Keller,Toyota,Corolla,2015,39350,0.067480173,2655.34
17-11-2022,Dana Bender,Kevin Frye,Toyota,Corolla,2019,10980,0.1487078680567678,1632.81
05-03-2023,Michael Downs,Christine Anderson,Nissan,Altima,2022,18366,0.1006801598708359,1849.09
17-07-2022,Emma Waller,Kelsey Miller,Nissan,Altima,2012,17763,0.1291471932625754,2294.04
20-03-2023,Stacey Gonzalez,Bethany Guerra,Ford,F-150,2016,16722,0.076911334,1286.11
10-01-2023,Gregory Black,Mark Montgomery,Toyota,Corolla,2019,20606,0.083991306,1730.72
21-12-2022,Christopher Rodriguez,Jordan Howard,Honda,Civic,2015,32571,0.140886024034573,4588.8
22-05-2022,Charles Black,Patricia Vega DVM,Honda,Civic,2014,43355,0.1416249541084671,6140.15
21-01-2023,Megan White,Jeff Dixon,Chevrolet,Silverado,2013,46528,0.1285629772841967,5981.78
02-05-2022,Henry Khan,William Cox,Ford,F-150,2015,22848,0.068694093,1569.52
24-02-2023,Karen Johnson,James Reed,Ford,F-150,2020,40887,0.056740081,2319.93
28-03-2023,Darrell Williams,Paul Sloan,Nissan,Altima,2022,15697,0.1442593747199527,2264.44
28-07-2022,Danielle Manning,Michele Green MD,Chevrolet,Silverado,2013,43373,0.129426350818762,5613.61
01-11-2022,Debra Hutchinson,Lauren Ray,Chevrolet,Silverado,2017,32195,0.073166287,2355.59
17-12-2022,Anna Jenkins,Sarah Johnston,Ford,F-150,2021,29315,0.091511333,2682.65
16-05-2022,Donna Rodriguez,Gabriel Adams,Toyota,Corolla,2015,43368,0.1382495565283036,5995.61
13-05-2022,Tracy Burns,Wendy Burton,Nissan,Altima,2018,44174,0.1413521448125145,6244.09
30-07-2022,Michael Roman,Michael Shaw,Nissan,Altima,2017,22615,0.071755804,1622.76
05-01-2023,Matthew Flores,Ernest Farley,Toyota,Corolla,2022,47453,0.06524645,3096.14
28-04-2023,Alexander Robertson,Mikayla Davila,Toyota,Corolla,2015,32444,0.1240074296557604,4023.3
18-06-2022,Jennifer Neal,Jared Elliott,Nissan,Altima,2021,14594,0.1282935911577743,1872.32
30-03-2023,Mary Hinton,Susan Norris,Chevrolet,Silverado,2013,36970,0.1493384023077587,5521.04
15-04-2023,Christine Jackson,Brooke Brown,Ford,F-150,2012,15472,0.1395145936681557,2158.57
18-06-2022,Patrick Burnett,Tara Johnson DVM,Toyota,Corolla,2020,21424,0.083447119,1787.77
18-12-2022,William Ward,Amanda Adams,Chevrolet,Silverado,2022,45811,0.1412936997385918,6472.81
03-05-2022,Daniel Forbes,Kristin Kelly,Ford,F-150,2014,48732,0.149245543679873,7273.03
07-11-2022,Anthony Scott,Norman Combs,Honda,Civic,2014,49438,0.1285142774776524,6353.49
10-10-2022,Leslie Scott,Derrick Palmer,Ford,F-150,2011,40465,0.091851714,3716.78
12-03-2023,Jennifer Chapman,Michael Gonzalez,Toyota,Corolla,2020,47306,0.083862088,3967.18
31-08-2022,Amy Salazar,James Perkins,Nissan,Altima,2022,15752,0.1333954494682402,2101.25
05-02-2023,Timothy Murray,Julie Fletcher,Toyota,Corolla,2010,42262,0.080158141,3387.64
16-10-2022,David Martinez,Isabella Boyd,Toyota,Corolla,2020,11329,0.065715249,744.49
01-04-2023,Matthew Stewart,David Smith,Ford,F-150,2022,11587,0.105125038859377,1218.08
26-09-2022,Jesse Stuart,Veronica Pacheco,Toyota,Corolla,2021,42085,0.1379770519392678,5806.76
15-06-2022,Sabrina Owens,Laura Acevedo,Honda,Civic,2020,24521,0.095373939,2338.66
22-07-2022,Carrie Kline,Gary Montgomery,Honda,Civic,2017,27369,0.1181843667987256,3234.59
30-12-2022,Jamie Perkins,Glenda Gibson,Ford,F-150,2017,15844,0.108367579118099,1716.98
07-12-2022,Robert Walker,Abigail Garcia,Nissan,Altima,2012,25434,0.070607269,1795.83
21-03-2023,Jordan Horn MD,Johnathan Young,Ford,F-150,2014,18179,0.1403905509506441,2552.16
14-03-2023,Stephanie Webb,Gary Douglas,Honda,Civic,2014,46526,0.059055671,2747.62
21-10-2022,Claudia Torres,Haley Cochran,Honda,Civic,2016,13019,0.09775323,1272.65
06-04-2023,David Brandt,Tara Weeks,Honda,Civic,2020,39216,0.062563657,2453.5
05-07-2022,Vanessa Franco,Karen Harris,Toyota,Corolla,2021,28654,0.1094580690745036,3136.41
12-12-2022,Micheal Knapp,Christina Espinoza,Chevrolet,Silverado,2021,48730,0.1458000426305322,7104.84
14-10-2022,Tiffany Crawford,Heather Hanson,Chevrolet,Silverado,2016,20817,0.1231994427660797,2564.64
07-08-2022,Gary Hoffman,Eric Bauer,Toyota,Corolla,2010,21475,0.1033343708387616,2219.11
17-08-2022,John Morris,Glenn Garcia,Chevrolet,Silverado,2020,28060,0.1401755524428761,3933.33
20-12-2022,Vicki Bruce,Tracey Elliott,Ford,F-150,2016,23356,0.1059125876549364,2473.69
10-02-2023,Megan Welch,Mary Jackson,Ford,F-150,2022,21901,0.085167497,1865.25
28-01-2023,Steven Vasquez,Jesus Mason,Ford,F-150,2019,43573,0.088455335,3854.26
26-11-2022,Jordan Lawson,Jennifer Bell,Chevrolet,Silverado,2016,25706,0.1290782106682424,3318.08
23-07-2022,Laurie Mcdaniel,Jonathan Carter,Nissan,Altima,2021,36443,0.1434077296509552,5226.21
16-04-2023,Barry Hamilton,Cameron Galvan,Ford,F-150,2020,13934,0.0570871581622985,795.45
24-02-2023,Sean Graves,James Stanton,Honda,Civic,2010,12478,0.1217824139882134,1519.6
02-09-2022,Roger Combs,James Bartlett,Toyota,Corolla,2022,44978,0.1127998441702964,5073.51
13-02-2023,Madison Lewis,Jennifer Pope,Nissan,Altima,2012,41933,0.079975149,3353.6
10-10-2022,Nathan Lee,Phillip Mccoy,Toyota,Corolla,2016,44158,0.1113654093078262,4917.67
14-10-2022,Danielle Morgan,Joseph Matthews,Honda,Civic,2013,32857,0.1121448756838418,3684.74
27-11-2022,Gregg Fox,Christopher Patterson,Ford,F-150,2022,38909,0.096884021,3769.66
30-04-2023,Kerry Johnson,Nicholas Patterson MD,Nissan,Altima,2020,17231,0.063590167,1095.72
31-12-2022,Holly Thompson,Karen Elliott,Ford,F-150,2015,34912,0.09183722,3206.22
06-11-2022,Nathan Jones,Christina Pena,Ford,F-150,2018,42975,0.050606901,2174.83
04-03-2023,Christian Stewart,Rebecca Marshall,Chevrolet,Silverado,2012,33947,0.1418865589147388,4816.62
12-07-2022,Monica Harrell,Ashley Williams,Honda,Civic,2022,49471,0.072949032,3608.86
22-07-2022,Michael Cardenas,Amanda Wallace,Chevrolet,Silverado,2010,11728,0.053320778,625.35
16-09-2022,Jennifer Carlson,Margaret Vaughn,Ford,F-150,2012,40928,0.054245890074073,2220.18
22-07-2022,Virginia Gomez,Robert Holden,Honda,Civic,2014,14877,0.1033965197785793,1538.23
14-01-2023,Candace Ruiz,Alexandra Garcia,Ford,F-150,2015,37275,0.077858539,2902.18
17-05-2022,Rachel Ramirez,Jasmine Brooks,Nissan,Altima,2022,28143,0.1157198811274766,3256.7
13-09-2022,Luis Conway,Marie King,Nissan,Altima,2013,41116,0.094142205,3870.75
06-09-2022,Katherine Daniel,Kimberly Shelton,Toyota,Corolla,2014,11999,0.1244942660454755,1493.81
04-01-2023,Andrea Scott,Kathleen Wolfe,Toyota,Corolla,2019,23725,0.1112335192202715,2639.02
25-08-2022,Steven Baker,Craig Martin,Chevrolet,Silverado,2014,34514,0.056893527,1963.62
11-07-2022,Kelly Miller,Julie Cox,Toyota,Corolla,2020,22474,0.074089815,1665.09
28-02-2023,Joseph Ramsey,Tina Martinez,Ford,F-150,2021,12144,0.097578925,1185.0
19-01-2023,Carrie Chavez,Sarah Oneill,Nissan,Altima,2020,16418,0.097662313,1603.42
26-01-2023,Meghan Green,Sandra Mcintyre,Honda,Civic,2020,13323,0.1080415951653112,1439.44
30-06-2022,Cody Garcia,Brittney Barr,Honda,Civic,2013,31386,0.1369622976612673,4298.7
18-05-2022,Christine Perkins,Michelle Payne,Nissan,Altima,2011,10267,0.1284161076100721,1318.45
27-06-2022,Micheal Stewart,Anthony Wilson,Honda,Civic,2013,35492,0.1361492192690531,4832.21
19-11-2022,Marie Cole,Richard Reid,Honda,Civic,2011,14535,0.09055086,1316.16
26-11-2022,Shawn Williams,Joyce Gross,Chevrolet,Silverado,2019,25426,0.1305164192501861,3318.51
28-04-2023,Jesse Reilly,Daniel Cox,Toyota,Corolla,2017,13586,0.075071348,1019.92
21-06-2022,Kelly Evans,Michael Price,Ford,F-150,2018,42214,0.109178906455141,4608.88
26-07-2022,Melissa Roberts,Mary Burns,Toyota,Corolla,2017,45119,0.1093449038305872,4933.53
14-06-2022,Kevin Lozano,Troy Hamilton,Ford,F-150,2011,37053,0.1339757063721907,4964.2
30-08-2022,Jason Dalton,David Carroll,Honda,Civic,2011,15996,0.087231292,1395.35
22-02-2023,Lucas Ingram,David Woods,Nissan,Altima,2018,33511,0.100006716438556,3351.33
08-04-2023,Jonathan Smith,Joshua Turner,Honda,Civic,2014,30175,0.1465414651875396,4421.89
20-08-2022,Deborah Bryan,Cynthia Adams,Chevrolet,Silverado,2016,28693,0.1419955959719357,4074.28
19-02-2023,Suzanne May,Brandy Perez,Toyota,Corolla,2011,48048,0.0595216068067845,2859.89
09-07-2022,Kari Evans,James Miller,Chevrolet,Silverado,2017,41061,0.1201848179472603,4934.91
28-06-2022,Sean Price,Carla Young,Ford,F-150,2014,32773,0.0541710850060021,1775.35
03-04-2023,Raymond Allen,Sean Brown,Chevrolet,Silverado,2013,33794,0.1334827708436544,4510.92
06-11-2022,Luis Nelson,Ashley Hunter,Toyota,Corolla,2021,22116,0.1180821272576776,2611.5
16-02-2023,David Rivera,James Sullivan,Nissan,Altima,2012,38952,0.1370821640494629,5339.62
21-05-2022,April Moore MD,Lori Richards,Toyota,Corolla,2010,15401,0.075322037,1160.03
20-09-2022,Breanna Pierce,Thomas Young,Toyota,Corolla,2022,41816,0.096884381,4051.32
09-12-2022,Amy Smith,Carla Williams,Ford,F-150,2019,33592,0.056914737,1911.88
26-06-2022,Christy Ayala,Christina Hatfield,Chevrolet,Silverado,2015,12960,0.089850458,1164.46
23-06-2022,Christopher Zavala,Cindy Carey,Nissan,Altima,2012,49501,0.086274138,4270.66
13-09-2022,Reginald Turner,Gary Brown,Chevrolet,Silverado,2019,28943,0.077105048,2231.65
10-03-2023,Michelle Taylor,Megan Delacruz,Toyota,Corolla,2016,47255,0.072047422,3404.6
07-08-2022,James Wright,Anthony Young,Ford,F-150,2014,38150,0.1370830951841617,5229.72
16-11-2022,Kristina Pena,Dana Massey,Nissan,Altima,2011,16976,0.094630316,1606.44
08-03-2023,Wendy Boyd,Karen Douglas,Toyota,Corolla,2015,31481,0.1336512833535934,4207.48
27-01-2023,Ryan Williams,Ellen Roberts,Ford,F-150,2015,36917,0.070797319,2613.62
29-09-2022,Stacy Jones,Casey Jones,Chevrolet,Silverado,2014,32660,0.1347357646706208,4400.47
10-11-2022,Robert Shepherd,Austin Johnson,Ford,F-150,2015,28252,0.0521355572339686,1472.93
13-07-2022,Tammy Leonard,William Carpenter,Nissan,Altima,2019,24575,0.1070580689549902,2630.95
03-02-2023,Natalie Rice,John Wells,Ford,F-150,2015,23452,0.094622615,2219.09
26-08-2022,Laurie Ford,Emily Huff,Chevrolet,Silverado,2019,29700,0.084223085,2501.43
27-07-2022,Matthew Mendez,Rhonda Briggs,Honda,Civic,2016,31128,0.0518119176618637,1612.8
25-03-2023,Amy Ward,Tina Williams,Toyota,Corolla,2017,30473,0.1320252495843009,4023.21
22-12-2022,Cory Ortiz,Amy Monroe,Chevrolet,Silverado,2020,37570,0.1328083061424312,4989.61
14-04-2023,Amy Smith,Bryan Lee,Nissan,Altima,2014,40988,0.095222538,3902.98
17-05-2022,Eric Johnson,Donna Martin,Chevrolet,Silverado,2014,29359,0.078788745,2313.16
12-04-2023,Mary Jones,Mr. Richard Lester,Chevrolet,Silverado,2014,33074,0.1437175015847658,4753.31
28-04-2023,Nancy Martin,Lori Adams,Honda,Civic,2022,40107,0.056734671,2275.46
20-08-2022,Michelle Rodriguez,Randy Rodriguez,Honda,Civic,2014,19008,0.1322137013720589,2513.12
23-05-2022,Sara Love,John Reynolds,Honda,Civic,2010,49136,0.1146822407839474,5635.03
11-11-2022,Jared Trujillo,Roberto Mills,Nissan,Altima,2010,20774,0.096343132,2001.43
16-09-2022,Tony Brooks,Nicholas Howard,Ford,F-150,2022,39950,0.1188978551373813,4749.97
20-12-2022,Robert Gray,Brandy Hess,Chevrolet,Silverado,2021,25676,0.1315229558549158,3376.98
05-12-2022,Jennifer Hale,David Hayden,Nissan,Altima,2012,28471,0.101964225,2903.02
16-01-2023,Jason Perez,Jared Hansen,Ford,F-150,2011,14950,0.092489239,1382.71
09-03-2023,Christopher Williams,Sarah Gomez,Chevrolet,Silverado,2022,17705,0.050851141,900.32
